"skadegrad";"kjonn";"trafikantgruppe";"moned";"skade"
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M04";6
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M05";9
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M06";27
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M07";11
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M08";21
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M09";17
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M10";13
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M11";3
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M12";1
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M01";1
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M02";0
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M03";1
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M04";13
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M05";9
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M06";19
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M07";8
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M08";10
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M09";13
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M10";5
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M11";11
"Lettere skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M12";3
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2012M01";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2012M02";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2012M03";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2012M04";3
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2012M05";2
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2012M06";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2012M07";2
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2012M08";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2012M09";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2012M10";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2012M11";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2012M12";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2013M01";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2013M02";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2013M03";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2013M04";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2013M05";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2013M06";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2013M07";2
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2013M08";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2013M09";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2013M10";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2013M11";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2013M12";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2014M01";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2014M02";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2014M03";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2014M04";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2014M05";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2014M06";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2014M07";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2014M08";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2014M09";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2014M10";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2014M11";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2014M12";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2015M01";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2015M02";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2015M03";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2015M04";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2015M05";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2015M06";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2015M07";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2015M08";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2015M09";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2015M10";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2015M11";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2015M12";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2016M01";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2016M02";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2016M03";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2016M04";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2016M05";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2016M06";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2016M07";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2016M08";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2016M09";3
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2016M10";2
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2016M11";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2016M12";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2017M01";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2017M02";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2017M03";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2017M04";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2017M05";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2017M06";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2017M07";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2017M08";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2017M09";2
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2017M10";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2017M11";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2017M12";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2018M01";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2018M02";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2018M03";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2018M04";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2018M05";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2018M06";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2018M07";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2018M08";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2018M09";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2018M10";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2018M11";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2018M12";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2019M01";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2019M02";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2019M03";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2019M04";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2019M05";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2019M06";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2019M07";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2019M08";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2019M09";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2019M10";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2019M11";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2019M12";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2020M01";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2020M02";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2020M03";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2020M04";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2020M05";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2020M06";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2020M07";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2020M08";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2020M09";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2020M10";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2020M11";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2020M12";1
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2021M01";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2021M02";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2021M03";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2021M04";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2021M05";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2021M06";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2021M07";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2021M08";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2021M09";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2021M10";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2021M11";0
"Uppgitt skadegrad";"Menn";"Forere g passasjerer po sykkel";"2021M12";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2012M01";1
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2012M02";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2012M03";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2012M04";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2012M05";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2012M06";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2012M07";2
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2012M08";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2012M09";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2012M10";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2012M11";1
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2012M12";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2013M01";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2013M02";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2013M03";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2013M04";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2013M05";1
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2013M06";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2013M07";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2013M08";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2013M09";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2013M10";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2013M11";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2013M12";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2014M01";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2014M02";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2014M03";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2014M04";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2014M05";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2014M06";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2014M07";1
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2014M08";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2014M09";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2014M10";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2014M11";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2014M12";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2015M01";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2015M02";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2015M03";1
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2015M04";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2015M05";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2015M06";1
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2015M07";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2015M08";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2015M09";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2015M10";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2015M11";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2015M12";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2016M01";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2016M02";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2016M03";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2016M04";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2016M05";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2016M06";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2016M07";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2016M08";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2016M09";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2016M10";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2016M11";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2016M12";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2017M01";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2017M02";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2017M03";1
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2017M04";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2017M05";1
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2017M06";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2017M07";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2017M08";1
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2017M09";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2017M10";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2017M11";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2017M12";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2018M01";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2018M02";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2018M03";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2018M04";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2018M05";1
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2018M06";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2018M07";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2018M08";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2018M09";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2018M10";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2018M11";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2018M12";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2019M01";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2019M02";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2019M03";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2019M04";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2019M05";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2019M06";1
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2019M07";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2019M08";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2019M09";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2019M10";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2019M11";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2019M12";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2020M01";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2020M02";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2020M03";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2020M04";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2020M05";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2020M06";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2020M07";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2020M08";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2020M09";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2020M10";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2020M11";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2020M12";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2021M01";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2021M02";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2021M03";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2021M04";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2021M05";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2021M06";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2021M07";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2021M08";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2021M09";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2021M10";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2021M11";0
"Uppgitt skadegrad";"Kvinner";"Forere g passasjerer po sykkel";"2021M12";0
