"skadegrad";"kjonn";"trafikantgruppe";"moned";"skade"
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2014M02";2
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2014M03";11
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2014M04";9
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2014M05";20
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2014M06";31
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2014M07";18
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2014M08";16
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2014M09";25
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2014M10";12
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2014M11";18
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2014M12";1
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2015M01";3
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2015M02";0
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2015M03";6
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2015M04";11
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2015M05";17
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2015M06";19
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2015M07";10
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2015M08";23
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2015M09";25
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2015M10";22
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2015M11";6
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2015M12";4
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2016M01";2
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2016M02";3
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2016M03";1
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2016M04";14
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2016M05";21
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2016M06";20
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2016M07";11
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2016M08";19
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2016M09";24
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2016M10";11
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2016M11";3
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2016M12";4
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2017M01";1
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2017M02";3
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2017M03";3
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2017M04";12
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2017M05";12
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2017M06";23
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2017M07";13
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2017M08";16
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2017M09";7
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2017M10";12
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2017M11";7
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2017M12";2
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2018M01";3
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2018M02";2
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2018M03";2
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2018M04";7
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2018M05";25
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2018M06";23
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2018M07";14
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2018M08";21
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2018M09";13
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2018M10";9
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2018M11";8
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2018M12";2
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2019M01";1
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2019M02";0
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2019M03";2
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2019M04";9
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2019M05";12
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2019M06";21
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2019M07";6
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2019M08";15
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2019M09";17
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2019M10";11
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2019M11";10
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2019M12";2
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2020M01";4
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2020M02";5
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2020M03";2
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2020M04";8
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2020M05";10
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2020M06";31
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2020M07";13
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2020M08";28
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2020M09";21
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2020M10";14
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2020M11";3
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2020M12";1
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2021M01";1
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2021M02";0
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2021M03";2
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2021M04";15
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2021M05";11
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2021M06";20
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2021M07";10
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2021M08";15
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2021M09";19
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2021M10";6
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2021M11";13
"Skadde i alt";"Kvinner";"Forere g passasjerer po sykkel";"2021M12";4
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M01";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M02";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M03";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M04";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M05";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M06";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M07";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M08";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M09";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M10";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M11";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2012M12";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M01";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M02";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M03";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M04";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M05";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M06";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M07";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M08";2
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M09";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M10";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M11";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2013M12";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M01";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M02";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M03";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M04";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M05";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M06";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M07";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M08";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M09";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M10";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M11";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2014M12";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M01";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M02";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M03";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M04";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M05";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M06";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M07";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M08";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M09";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M10";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M11";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2015M12";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M01";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M02";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M03";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M04";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M05";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M06";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M07";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M08";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M09";3
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M10";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M11";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2016M12";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M01";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M02";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M03";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M04";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M05";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M06";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M07";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M08";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M09";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M10";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M11";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2017M12";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M01";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M02";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M03";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M04";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M05";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M06";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M07";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M08";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M09";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M10";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M11";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2018M12";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M01";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M02";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M03";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M04";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M05";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M06";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M07";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M08";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M09";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M10";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M11";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2019M12";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M01";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M02";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M03";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M04";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M05";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M06";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M07";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M08";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M09";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M10";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M11";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2020M12";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2021M01";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2021M02";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2021M03";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2021M04";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2021M05";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2021M06";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2021M07";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2021M08";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2021M09";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2021M10";1
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2021M11";0
"Meget alvrlig skadd";"Menn";"Forere g passasjerer po sykkel";"2021M12";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2012M01";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2012M02";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2012M03";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2012M04";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2012M05";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2012M06";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2012M07";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2012M08";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2012M09";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2012M10";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2012M11";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2012M12";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2013M01";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2013M02";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2013M03";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2013M04";1
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2013M05";1
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2013M06";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2013M07";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2013M08";1
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2013M09";1
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2013M10";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2013M11";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2013M12";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2014M01";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2014M02";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2014M03";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2014M04";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2014M05";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2014M06";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2014M07";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2014M08";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2014M09";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2014M10";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2014M11";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2014M12";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2015M01";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2015M02";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2015M03";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2015M04";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2015M05";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2015M06";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2015M07";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2015M08";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2015M09";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2015M10";1
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2015M11";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2015M12";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2016M01";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2016M02";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2016M03";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2016M04";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2016M05";1
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2016M06";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2016M07";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2016M08";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2016M09";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2016M10";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2016M11";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2016M12";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2017M01";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2017M02";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2017M03";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2017M04";1
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2017M05";1
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2017M06";2
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2017M07";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2017M08";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2017M09";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2017M10";1
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2017M11";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2017M12";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2018M01";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2018M02";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2018M03";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2018M04";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2018M05";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2018M06";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2018M07";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2018M08";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2018M09";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2018M10";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2018M11";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2018M12";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2019M01";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2019M02";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2019M03";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2019M04";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2019M05";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2019M06";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2019M07";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2019M08";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2019M09";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2019M10";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2019M11";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2019M12";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M01";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M02";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M03";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M04";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M05";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M06";1
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M07";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M08";1
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M09";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M10";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M11";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2020M12";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M01";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M02";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M03";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M04";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M05";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M06";0
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M07";1
"Meget alvrlig skadd";"Kvinner";"Forere g passasjerer po sykkel";"2021M08";0
